,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_bracket
949,27,Private,170070,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Female,0,0,20,United-States,<=50K
950,37,Local-gov,56248,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
951,41,Self-emp-inc,211424,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K
952,26,?,155489,HS-grad,9,Never-married,?,Other-relative,White,Male,0,0,20,United-States,<=50K
953,45,Private,164663,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,>50K
954,55,Private,252237,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K
955,35,Private,298693,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,>50K
956,31,Private,138692,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
957,50,Private,113120,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,10,United-States,>50K
958,50,?,38600,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,Mexico,<=50K
959,58,Private,89813,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
960,17,Local-gov,292835,10th,6,Never-married,Sales,Own-child,White,Male,0,0,28,United-States,>50K
961,57,Private,280283,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,1902,40,United-States,>50K
962,34,Private,217467,10th,6,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,45,United-States,<=50K
963,26,Private,157249,Masters,14,Never-married,Exec-managerial,Unmarried,White,Female,0,0,52,United-States,<=50K
964,44,State-gov,26987,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
965,37,Private,114079,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
966,38,Private,55272,11th,7,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
967,20,Private,205337,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
968,39,Private,49053,Assoc-voc,11,Divorced,Transport-moving,Other-relative,Black,Male,0,0,35,United-States,<=50K
969,30,Private,243357,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K
970,23,Private,166961,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
971,26,Local-gov,156266,HS-grad,9,Separated,Sales,Own-child,Black,Male,0,0,28,United-States,<=50K
972,42,Private,126446,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
973,43,Private,278228,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,<=50K
974,31,State-gov,348739,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
975,22,Private,246936,Masters,14,Never-married,Exec-managerial,Own-child,Black,Male,0,0,25,United-States,<=50K
976,62,Self-emp-inc,27166,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,?,>50K
977,48,Private,219137,Some-college,10,Divorced,Other-service,Not-in-family,Black,Female,0,0,30,United-States,<=50K
978,26,Private,370119,7th-8th,4,Never-married,Other-service,Not-in-family,Black,Female,7298,0,40,United-States,>50K
979,46,Private,240447,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States,<=50K
980,37,Local-gov,52536,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
981,36,Self-emp-not-inc,220589,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
982,31,Self-emp-not-inc,216419,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
983,22,Private,187717,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K
984,25,Private,61499,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K
985,23,Private,216811,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
986,27,Private,84737,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,Male,0,0,60,United-States,<=50K
987,26,Self-emp-not-inc,189027,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,54,United-States,<=50K
988,28,State-gov,180733,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
989,49,Private,159816,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
990,45,Private,149640,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,25,United-States,<=50K
991,57,Private,147638,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,48,Hong,<=50K
992,25,Private,202683,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
993,30,Private,46243,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
994,35,Private,190027,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
995,40,Private,310045,Assoc-voc,11,Divorced,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,0,0,50,China,<=50K
996,58,Local-gov,166497,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,>50K
997,32,Local-gov,110748,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
998,27,Private,103003,HS-grad,9,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
999,42,Self-emp-not-inc,108435,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
